Facility,WWTP,Date,Lab,Target_Name,Copies_Per_Liter_WW,Sample_ID,Detection_Limit,Population,Sample_Type,No_of_Hours_Missed,flow 
COOK RD.,COOK RD,5/25/2021,R,SARS CoV-2 N1,1173.33,0525.COOK-2,2022.89,10448,Composite,NA,
Ferguson Way,FERGUSON WAY,5/25/2021,R,SARS CoV-2 N2,0,0525.FERG-1,1637.78,2013,Composite,NA,
Ferguson Way,FERGUSON WAY,5/25/2021,R,SARS CoV-2 N1,0,0525.FERG-1,2022.89,2013,Composite,NA,
Ferguson Way,FERGUSON WAY,5/25/2021,R,SARS CoV-2 N2,1173.33,0525.FERG-2,1637.78,2013,Composite,NA,
Ferguson Way,FERGUSON WAY,5/25/2021,R,SARS CoV-2 N1,1173.33,0525.FERG-2,2022.89,2013,Composite,NA,
Fondren No.2,FONDREN#2,5/25/2021,R,SARS CoV-2 N2,7333.33,0525.FON2-1,1637.78,17237,Composite,NA,
Fondren No.2,FONDREN#2,5/25/2021,R,SARS CoV-2 N1,11733.33,0525.FON2-1,2022.89,17237,Composite,NA,
Fondren No.2,FONDREN#2,5/25/2021,R,SARS CoV-2 N2,5866.67,0525.FON2-2,1637.78,17237,Composite,NA,
Fondren No.2,FONDREN#2,5/25/2021,R,SARS CoV-2 N1,6600,0525.FON2-2,2022.89,17237,Composite,NA,
Heights,HEIGHTS,5/25/2021,R,SARS CoV-2 N2,16866.67,0525.HEIG-1,1637.78,1724,Composite,NA,
Heights,HEIGHTS,5/25/2021,R,SARS CoV-2 N1,16866.67,0525.HEIG-1,2022.89,1724,Composite,NA,
Heights,HEIGHTS,5/25/2021,R,SARS CoV-2 N2,7333.33,0525.HEIG-2,1637.78,1724,Composite,NA,
Heights,HEIGHTS,5/25/2021,R,SARS CoV-2 N1,13200,0525.HEIG-2,2022.89,1724,Composite,NA,
Kirkwood #3 LS/CFS 340,KIRKWOOD#3,5/25/2021,R,SARS CoV-2 N2,5866.67,0525.KIRK-1,1637.78,17464,Composite,NA,
Kirkwood #3 LS/CFS 340,KIRKWOOD#3,5/25/2021,R,SARS CoV-2 N1,3960,0525.KIRK-1,2022.89,17464,Composite,NA,
Kirkwood #3 LS/CFS 340,KIRKWOOD#3,5/25/2021,R,SARS CoV-2 N2,5866.67,0525.KIRK-2,1637.78,17464,Composite,NA,
Kirkwood #3 LS/CFS 340,KIRKWOOD#3,5/25/2021,R,SARS CoV-2 N1,4400,0525.KIRK-2,2022.89,17464,Composite,NA,
M.U.D 175-1 LS 281,MUD#175,5/25/2021,R,SARS CoV-2 N2,8066.67,0525.MUD175-1,1637.78,5607,Composite,NA,
M.U.D 175-1 LS 281,MUD#175,5/25/2021,R,SARS CoV-2 N1,6600,0525.MUD175-1,2022.89,5607,Composite,NA,
M.U.D 175-1 LS 281,MUD#175,5/25/2021,R,SARS CoV-2 N2,7333.33,0525.MUD175-2,1637.78,5607,Composite,NA,
M.U.D 175-1 LS 281,MUD#175,5/25/2021,R,SARS CoV-2 N1,4840,0525.MUD175-2,2022.89,5607,Composite,NA,
MUD No. 123,MUD#123,5/25/2021,R,SARS CoV-2 N2,5866.67,0525.MUD123-1,1637.78,11441,Composite,NA,
MUD No. 123,MUD#123,5/25/2021,R,SARS CoV-2 N1,3520,0525.MUD123-1,2022.89,11441,Composite,NA,
MUD No. 123,MUD#123,5/25/2021,R,SARS CoV-2 N2,4253.33,0525.MUD123-2,1637.78,11441,Composite,NA,
MUD No. 123,MUD#123,5/25/2021,R,SARS CoV-2 N1,6600,0525.MUD123-2,2022.89,11441,Composite,NA,
North Eldridge,N ELDRIDGE,5/25/2021,R,SARS CoV-2 N2,17600,0525.NELD-1,1637.78,4541,Composite,NA,
North Eldridge,N ELDRIDGE,5/25/2021,R,SARS CoV-2 N1,17600,0525.NELD-1,2022.89,4541,Composite,NA,
North Eldridge,N ELDRIDGE,5/25/2021,R,SARS CoV-2 N2,35200,0525.NELD-2,1637.78,4541,Composite,NA,
North Eldridge,N ELDRIDGE,5/25/2021,R,SARS CoV-2 N1,30800,0525.NELD-2,2022.89,4541,Composite,NA,
Richmond Ave No.1 FN349,RICHMOND AVE#1,5/25/2021,R,SARS CoV-2 N2,3300,0525.RICH-1,1637.78,14857,Composite,NA,
Richmond Ave No.1 FN349,RICHMOND AVE#1,5/25/2021,R,SARS CoV-2 N1,2200,0525.RICH-1,2022.89,14857,Composite,NA,
Richmond Ave No.1 FN349,RICHMOND AVE#1,5/25/2021,R,SARS CoV-2 N2,3300,0525.RICH-2,1637.78,14857,Composite,NA,
Richmond Ave No.1 FN349,RICHMOND AVE#1,5/25/2021,R,SARS CoV-2 N1,2200,0525.RICH-2,2022.89,14857,Composite,NA,
S. Post Oak No. 1,POST OAK#1,5/25/2021,R,SARS CoV-2 N2,13933.33,0525.SPO1-1,1637.78,8412,Composite,NA,
S. Post Oak No. 1,POST OAK#1,5/25/2021,R,SARS CoV-2 N1,16133.33,0525.SPO1-1,2022.89,8412,Composite,NA,
S. Post Oak No. 1,POST OAK#1,5/25/2021,R,SARS CoV-2 N2,15400,0525.SPO1-2,1637.78,8412,Composite,NA,
S. Post Oak No. 1,POST OAK#1,5/25/2021,R,SARS CoV-2 N1,17600,0525.SPO1-2,2022.89,8412,Composite,NA,
Saddle Brook,SADDLE BROOK,5/25/2021,R,SARS CoV-2 N2,0,0525.SABR-1,1637.78,1620,Composite,NA,
Saddle Brook,SADDLE BROOK,5/25/2021,R,SARS CoV-2 N1,660,0525.SABR-1,2022.89,1620,Composite,NA,
Saddle Brook,SADDLE BROOK,5/25/2021,R,SARS CoV-2 N2,1760,0525.SABR-2,1637.78,1620,Composite,NA,
Saddle Brook,SADDLE BROOK,5/25/2021,R,SARS CoV-2 N1,1173.33,0525.SABR-2,2022.89,1620,Composite,NA,
San Felipe FN140,SAN FELIPE,5/25/2021,R,SARS CoV-2 N2,9533.33,0525.SANF-1,1637.78,9241,Composite,NA,
San Felipe FN140,SAN FELIPE,5/25/2021,R,SARS CoV-2 N1,12466.67,0525.SANF-1,2022.89,9241,Composite,NA,
San Felipe FN140,SAN FELIPE,5/25/2021,R,SARS CoV-2 N2,10266.67,0525.SANF-2,1637.78,9241,Composite,NA,
San Felipe FN140,SAN FELIPE,5/25/2021,R,SARS CoV-2 N1,7333.33,0525.SANF-2,2022.89,9241,Composite,NA,
Stella Link FN575,STELLALINK,5/25/2021,R,SARS CoV-2 N2,1173.33,0525.STEL-1,1637.78,5673,Composite,NA,
Stella Link FN575,STELLALINK,5/25/2021,R,SARS CoV-2 N1,1760,0525.STEL-1,2022.89,5673,Composite,NA,
Stella Link FN575,STELLALINK,5/25/2021,R,SARS CoV-2 N2,4766.67,0525.STEL-2,1637.78,5673,Composite,NA,
Stella Link FN575,STELLALINK,5/25/2021,R,SARS CoV-2 N1,2126.67,0525.STEL-2,2022.89,5673,Composite,NA,
TREEWATER,TREEWATER,5/25/2021,R,SARS CoV-2 N2,9533.33,0525.TREE-1,1637.78,7221,Composite,NA,
TREEWATER,TREEWATER,5/25/2021,R,SARS CoV-2 N1,8066.67,0525.TREE-1,2022.89,7221,Composite,NA,
TREEWATER,TREEWATER,5/25/2021,R,SARS CoV-2 N2,6600,0525.TREE-2,1637.78,7221,Composite,NA,
TREEWATER,TREEWATER,5/25/2021,R,SARS CoV-2 N1,6600,0525.TREE-2,2022.89,7221,Composite,NA,
W.C.I.D. 78,WCID#078,5/25/2021,R,SARS CoV-2 N2,2200,0525.WCID78-1,1637.78,6350,Composite,NA,
W.C.I.D. 78,WCID#078,5/25/2021,R,SARS CoV-2 N1,2200,0525.WCID78-1,2022.89,6350,Composite,NA,
W.C.I.D. 78,WCID#078,5/25/2021,R,SARS CoV-2 N2,3226.67,0525.WCID78-2,1637.78,6350,Composite,NA,
W.C.I.D. 78,WCID#078,5/25/2021,R,SARS CoV-2 N1,3813.33,0525.WCID78-2,2022.89,6350,Composite,NA,
WCID #028,WCID#028,5/25/2021,R,SARS CoV-2 N2,1026.67,0525.WCID28-1,1637.78,22510,Composite,NA,
WCID #028,WCID#028,5/25/2021,R,SARS CoV-2 N1,1540,0525.WCID28-1,2022.89,22510,Composite,NA,
WCID #028,WCID#028,5/25/2021,R,SARS CoV-2 N2,1613.33,0525.WCID28-2,1637.78,22510,Composite,NA,
WCID #028,WCID#028,5/25/2021,R,SARS CoV-2 N1,1100,0525.WCID28-2,2022.89,22510,Composite,NA,
West Orem,WEST OREM,5/25/2021,R,SARS CoV-2 N2,3300,0525.WEOR-1,1637.78,3687,Composite,NA,
West Orem,WEST OREM,5/25/2021,R,SARS CoV-2 N1,2200,0525.WEOR-1,2022.89,3687,Composite,NA,
West Orem,WEST OREM,5/25/2021,R,SARS CoV-2 N2,1540,0525.WEOR-2,1637.78,3687,Composite,NA,
West Orem,WEST OREM,5/25/2021,R,SARS CoV-2 N1,1540,0525.WEOR-2,2022.89,3687,Composite,NA,
Westhollow Dr. FN297,WESTHOLLOW,5/25/2021,R,SARS CoV-2 N2,7333.33,0525.WHW-1,1637.78,3171,Composite,NA,
Westhollow Dr. FN297,WESTHOLLOW,5/25/2021,R,SARS CoV-2 N1,8800,0525.WHW-1,2022.89,3171,Composite,NA,
Westhollow Dr. FN297,WESTHOLLOW,5/25/2021,R,SARS CoV-2 N2,4546.67,0525.WHW-2,1637.78,3171,Composite,NA,
Westhollow Dr. FN297,WESTHOLLOW,5/25/2021,R,SARS CoV-2 N1,3960,0525.WHW-2,2022.89,3171,Composite,NA,
Westpark No.1 FN208,WESTPARK#1,5/25/2021,R,SARS CoV-2 N2,10266.67,0525.WPAR-1,1637.78,43088,Composite,NA,
Westpark No.1 FN208,WESTPARK#1,5/25/2021,R,SARS CoV-2 N1,8800,0525.WPAR-1,2022.89,43088,Composite,NA,
Westpark No.1 FN208,WESTPARK#1,5/25/2021,R,SARS CoV-2 N2,13933.33,0525.WPAR-2,1637.78,43088,Composite,NA,
Westpark No.1 FN208,WESTPARK#1,5/25/2021,R,SARS CoV-2 N1,16866.67,0525.WPAR-2,2022.89,43088,Composite,NA,
Woodway No. 1 LS FN 153,WOODWAY#1,5/25/2021,R,SARS CoV-2 N2,24933.33,0525.WWAY-1,1637.78,2424,Composite,NA,
Woodway No. 1 LS FN 153,WOODWAY#1,5/25/2021,R,SARS CoV-2 N1,32266.67,0525.WWAY-1,2022.89,2424,Composite,NA,
Woodway No. 1 LS FN 153,WOODWAY#1,5/25/2021,R,SARS CoV-2 N2,31533.33,0525.WWAY-2,1637.78,2424,Composite,NA,
Woodway No. 1 LS FN 153,WOODWAY#1,5/25/2021,R,SARS CoV-2 N1,44000,0525.WWAY-2,2022.89,2424,Composite,NA,
Alief Central FN545,ALIEF CENTRAL,5/25/2021,R,SARS CoV-2 N2,8066.67,0525.ALIEF-1,1857.78,11114,Composite,NA,
Alief Central FN545,ALIEF CENTRAL,5/25/2021,R,SARS CoV-2 N1,9533.33,0525.ALIEF-1,1941.93,11114,Composite,NA,
Alief Central FN545,ALIEF CENTRAL,5/25/2021,R,SARS CoV-2 N2,5133.33,0525.ALIEF-2,1857.78,11114,Composite,NA,
Alief Central FN545,ALIEF CENTRAL,5/25/2021,R,SARS CoV-2 N1,8066.67,0525.ALIEF-2,1941.93,11114,Composite,NA,
Aldine Bender LS FN300,ALDINE BENDER,5/27/2021,R,SARS CoV-2 N2,11000,0527.ALDB-1,1857.78,3049,Composite,NA,
Aldine Bender LS FN300,ALDINE BENDER,5/27/2021,R,SARS CoV-2 N1,9533.33,0527.ALDB-1,1941.93,3049,Composite,NA,
Aldine Bender LS FN300,ALDINE BENDER,5/27/2021,R,SARS CoV-2 N2,6526.67,0527.ALDB-2,1857.78,3049,Composite,NA,
Aldine Bender LS FN300,ALDINE BENDER,5/27/2021,R,SARS CoV-2 N1,8066.67,0527.ALDB-2,1941.93,3049,Composite,NA,
BALLANTINE (CFS),BALLANTINE,5/27/2021,R,SARS CoV-2 N2,513.33,0527.BALL-1,1857.78,8231,Composite,NA,
BALLANTINE (CFS),BALLANTINE,5/27/2021,R,SARS CoV-2 N1,2640,0527.BALL-1,1941.93,8231,Composite,NA,
BALLANTINE (CFS),BALLANTINE,5/27/2021,R,SARS CoV-2 N2,2933.33,0527.BALL-2,1857.78,8231,Composite,NA,
BALLANTINE (CFS),BALLANTINE,5/27/2021,R,SARS CoV-2 N1,2933.33,0527.BALL-2,1941.93,8231,Composite,NA,
Banner LS FN 221,BANNER,5/27/2021,R,SARS CoV-2 N2,0,0527.BANN-1,1857.78,715,Composite,NA,
Banner LS FN 221,BANNER,5/27/2021,R,SARS CoV-2 N1,0,0527.BANN-1,1941.93,715,Composite,NA,
Banner LS FN 221,BANNER,5/27/2021,R,SARS CoV-2 N2,0,0527.BANN-2,1857.78,715,Composite,NA,
Banner LS FN 221,BANNER,5/27/2021,R,SARS CoV-2 N1,586.67,0527.BANN-2,1941.93,715,Composite,NA,
Belmont LS,BELMONT,5/27/2021,R,SARS CoV-2 N2,46933.33,0527.BELM-1,1857.78,15074,Composite,NA,
Belmont LS,BELMONT,5/27/2021,R,SARS CoV-2 N1,47666.67,0527.BELM-1,1941.93,15074,Composite,NA,
Belmont LS,BELMONT,5/27/2021,R,SARS CoV-2 N2,37400,0527.BELM-2,1857.78,15074,Composite,NA,
Belmont LS,BELMONT,5/27/2021,R,SARS CoV-2 N1,38133.33,0527.BELM-2,1941.93,15074,Composite,NA,
Blue Bell,BLUE BELL,5/27/2021,R,SARS CoV-2 N2,1906.67,0527.BLUE-1,1857.78,1873,Composite,NA,
Blue Bell,BLUE BELL,5/27/2021,R,SARS CoV-2 N1,660,0527.BLUE-1,1941.93,1873,Composite,NA,
Blue Bell,BLUE BELL,5/27/2021,R,SARS CoV-2 N2,2713.33,0527.BLUE-2,1857.78,1873,Composite,NA,
Blue Bell,BLUE BELL,5/27/2021,R,SARS CoV-2 N1,1100,0527.BLUE-2,1941.93,1873,Composite,NA,
BRETSHIRE #2,BRETSHIRE#2,5/27/2021,R,SARS CoV-2 N2,8800,0527.BRET-1,1857.78,7750,Composite,NA,
BRETSHIRE #2,BRETSHIRE#2,5/27/2021,R,SARS CoV-2 N1,10266.67,0527.BRET-1,1941.93,7750,Composite,NA,
BRETSHIRE #2,BRETSHIRE#2,5/27/2021,R,SARS CoV-2 N2,11000,0527.BRET-2,1857.78,7750,Composite,NA,
BRETSHIRE #2,BRETSHIRE#2,5/27/2021,R,SARS CoV-2 N1,10266.67,0527.BRET-2,1941.93,7750,Composite,NA,
Brock LS 26,BROCK,5/27/2021,R,SARS CoV-2 N2,5720,0527.BROC-1,1857.78,27548,Composite,NA,
Brock LS 26,BROCK,5/27/2021,R,SARS CoV-2 N1,4693.33,0527.BROC-1,1941.93,27548,Composite,NA,
Brock LS 26,BROCK,5/27/2021,R,SARS CoV-2 N2,3520,0527.BROC-2,1857.78,27548,Composite,NA,
Brock LS 26,BROCK,5/27/2021,R,SARS CoV-2 N1,6600,0527.BROC-2,1941.93,27548,Composite,NA,
Chatwood,CHATWOOD,5/27/2021,R,SARS CoV-2 N2,4620,0527.CHAT-1,1857.78,2594,Composite,NA,
Chatwood,CHATWOOD,5/27/2021,R,SARS CoV-2 N1,5133.33,0527.CHAT-1,1941.93,2594,Composite,NA,
Chatwood,CHATWOOD,5/27/2021,R,SARS CoV-2 N2,3080,0527.CHAT-2,1857.78,2594,Composite,NA,
Chatwood,CHATWOOD,5/27/2021,R,SARS CoV-2 N1,4620,0527.CHAT-2,1941.93,2594,Composite,NA,
Clinton Dr #2,CLINTON DRIVE#2,5/27/2021,R,SARS CoV-2 N2,6600,0527.CLN-1,1857.78,373937,Composite,NA,
Clinton Dr #2,CLINTON DRIVE#2,5/27/2021,R,SARS CoV-2 N1,7333.33,0527.CLN-1,1941.93,373937,Composite,NA,
Clinton Dr #2,CLINTON DRIVE#2,5/27/2021,R,SARS CoV-2 N2,8066.67,0527.CLN-2,1857.78,373937,Composite,NA,
Clinton Dr #2,CLINTON DRIVE#2,5/27/2021,R,SARS CoV-2 N1,12466.67,0527.CLN-2,1941.93,373937,Composite,NA,
De Priest,DE PRIEST,5/27/2021,R,SARS CoV-2 N2,4620,0527.PRIE-1,1857.78,4849,Composite,NA,
De Priest,DE PRIEST,5/27/2021,R,SARS CoV-2 N1,9533.33,0527.PRIE-1,1941.93,4849,Composite,NA,
De Priest,DE PRIEST,5/27/2021,R,SARS CoV-2 N2,7333.33,0527.PRIE-2,1857.78,4849,Composite,NA,
De Priest,DE PRIEST,5/27/2021,R,SARS CoV-2 N1,9533.33,0527.PRIE-2,1941.93,4849,Composite,NA,
Eddington LS 459,EDDINGTON,5/27/2021,R,SARS CoV-2 N2,513.33,0527.EDDI-1,1857.78,11946,Composite,NA,
Eddington LS 459,EDDINGTON,5/27/2021,R,SARS CoV-2 N1,1100,0527.EDDI-1,1941.93,11946,Composite,NA,
Eddington LS 459,EDDINGTON,5/27/2021,R,SARS CoV-2 N2,513.33,0527.EDDI-2,1857.78,11946,Composite,NA,
Eddington LS 459,EDDINGTON,5/27/2021,R,SARS CoV-2 N1,513.33,0527.EDDI-2,1941.93,11946,Composite,NA,
FAIRWAY,FAIRWAY,5/27/2021,R,SARS CoV-2 N2,16133.33,0527.FAIR-1,1857.78,6160,Composite,NA,
FAIRWAY,FAIRWAY,5/27/2021,R,SARS CoV-2 N1,19066.67,0527.FAIR-1,1941.93,6160,Composite,NA,
FAIRWAY,FAIRWAY,5/27/2021,R,SARS CoV-2 N2,19800,0527.FAIR-2,1857.78,6160,Composite,NA,
FAIRWAY,FAIRWAY,5/27/2021,R,SARS CoV-2 N1,20533.33,0527.FAIR-2,1941.93,6160,Composite,NA,
Findlay,FINDLAY,5/27/2021,R,SARS CoV-2 N2,586.67,0527.FIND-1,1857.78,4858,Composite,NA,
Findlay,FINDLAY,5/27/2021,R,SARS CoV-2 N1,0,0527.FIND-1,1941.93,4858,Composite,NA,
Findlay,FINDLAY,5/27/2021,R,SARS CoV-2 N2,1906.67,0527.FIND-2,1857.78,4858,Composite,NA,
Findlay,FINDLAY,5/27/2021,R,SARS CoV-2 N1,1393.33,0527.FIND-2,1941.93,4858,Composite,NA,
GARDEN VILLAS (CFS),GARDEN VILLAS,5/27/2021,R,SARS CoV-2 N2,0,0527.GAVI-1,1857.78,5540,Composite,NA,
GARDEN VILLAS (CFS),GARDEN VILLAS,5/27/2021,R,SARS CoV-2 N1,0,0527.GAVI-1,1941.93,5540,Composite,NA,
GARDEN VILLAS (CFS),GARDEN VILLAS,5/27/2021,R,SARS CoV-2 N2,0,0527.GAVI-2,1857.78,5540,Composite,NA,
GARDEN VILLAS (CFS),GARDEN VILLAS,5/27/2021,R,SARS CoV-2 N1,0,0527.GAVI-2,1941.93,5540,Composite,NA,
GENOA,GENOA,5/27/2021,R,SARS CoV-2 N2,0,0527.GEN-1,1857.78,2278,Composite,NA,
GENOA,GENOA,5/27/2021,R,SARS CoV-2 N1,1173.33,0527.GEN-1,1941.93,2278,Composite,NA,
GENOA,GENOA,5/27/2021,R,SARS CoV-2 N2,0,0527.GEN-2,1857.78,2278,Composite,NA,
GENOA,GENOA,5/27/2021,R,SARS CoV-2 N1,513.33,0527.GEN-2,1941.93,2278,Composite,NA,
GILPIN,GILPIN,5/27/2021,R,SARS CoV-2 N2,15400,0527.GIL-1,1857.78,9837,Composite,NA,
GILPIN,GILPIN,5/27/2021,R,SARS CoV-2 N1,10266.67,0527.GIL-1,1941.93,9837,Composite,NA,
GILPIN,GILPIN,5/27/2021,R,SARS CoV-2 N2,11000,0527.GIL-2,1857.78,9837,Composite,NA,
GILPIN,GILPIN,5/27/2021,R,SARS CoV-2 N1,10266.67,0527.GIL-2,1941.93,9837,Composite,NA,
GULF FREEWAY #2,GULF FREEWAY#2,5/27/2021,R,SARS CoV-2 N2,1613.33,0527.GF2-1,1857.78,32746,Composite,NA,
GULF FREEWAY #2,GULF FREEWAY#2,5/27/2021,R,SARS CoV-2 N1,1613.33,0527.GF2-1,1941.93,32746,Composite,NA,
GULF FREEWAY #2,GULF FREEWAY#2,5/27/2021,R,SARS CoV-2 N2,1100,0527.GF2-2,1857.78,32746,Composite,NA,
GULF FREEWAY #2,GULF FREEWAY#2,5/27/2021,R,SARS CoV-2 N1,513.33,0527.GF2-2,1941.93,32746,Composite,NA,
HORSE PEN GULLEY,HORSE PEN GULLEY,5/27/2021,R,SARS CoV-2 N2,513.33,0527.HPG-1,1857.78,2612,Composite,NA,
HORSE PEN GULLEY,HORSE PEN GULLEY,5/27/2021,R,SARS CoV-2 N1,513.33,0527.HPG-1,1941.93,2612,Composite,NA,
HORSE PEN GULLEY,HORSE PEN GULLEY,5/27/2021,R,SARS CoV-2 N2,513.33,0527.HPG-2,1857.78,2612,Composite,NA,
HORSE PEN GULLEY,HORSE PEN GULLEY,5/27/2021,R,SARS CoV-2 N1,513.33,0527.HPG-2,1941.93,2612,Composite,NA,
Janisch Rd,JANISCH RD,5/27/2021,R,SARS CoV-2 N2,23466.67,0527.JANI-1,1857.78,783,Composite,NA,
Janisch Rd,JANISCH RD,5/27/2021,R,SARS CoV-2 N1,20533.33,0527.JANI-1,1941.93,783,Composite,NA,
Janisch Rd,JANISCH RD,5/27/2021,R,SARS CoV-2 N2,11000,0527.JANI-2,1857.78,783,Composite,NA,
Janisch Rd,JANISCH RD,5/27/2021,R,SARS CoV-2 N1,11733.33,0527.JANI-2,1941.93,783,Composite,NA,
Langley Rd FN#635,LANGLEY RD,5/27/2021,R,SARS CoV-2 N2,4473.33,0527.LANG-1,1857.78,2658,Composite,NA,
Langley Rd FN#635,LANGLEY RD,5/27/2021,R,SARS CoV-2 N1,4473.33,0527.LANG-1,1941.93,2658,Composite,NA,
Langley Rd FN#635,LANGLEY RD,5/27/2021,R,SARS CoV-2 N2,3886.67,0527.LANG-2,1857.78,2658,Composite,NA,
Langley Rd FN#635,LANGLEY RD,5/27/2021,R,SARS CoV-2 N1,6600,0527.LANG-2,1941.93,2658,Composite,NA,
Lockwood,LOCKWOOD,5/27/2021,R,SARS CoV-2 N2,0,0527.LWD-1,1857.78,5281,Composite,NA,
Lockwood,LOCKWOOD,5/27/2021,R,SARS CoV-2 N1,0,0527.LWD-1,1941.93,5281,Composite,NA,
Lockwood,LOCKWOOD,5/27/2021,R,SARS CoV-2 N2,0,0527.LWD-2,1857.78,5281,Composite,NA,
Lockwood,LOCKWOOD,5/27/2021,R,SARS CoV-2 N1,0,0527.LWD-2,1941.93,5281,Composite,NA,
Magnolia Park,MAGNOLIA PARK,5/27/2021,R,SARS CoV-2 N2,2273.33,0527.MAGN-1,1857.78,19943,Composite,NA,
Magnolia Park,MAGNOLIA PARK,5/27/2021,R,SARS CoV-2 N1,4620,0527.MAGN-1,1941.93,19943,Composite,NA,
Magnolia Park,MAGNOLIA PARK,5/27/2021,R,SARS CoV-2 N2,2126.67,0527.MAGN-2,1857.78,19943,Composite,NA,
Magnolia Park,MAGNOLIA PARK,5/27/2021,R,SARS CoV-2 N1,2126.67,0527.MAGN-2,1941.93,19943,Composite,NA,
Market Street No.1,MARKET ST #1,5/27/2021,R,SARS CoV-2 N2,3740,0527.MARK-1,1857.78,9779,Composite,NA,
Market Street No.1,MARKET ST #1,5/27/2021,R,SARS CoV-2 N1,3080,0527.MARK-1,1941.93,9779,Composite,NA,
Market Street No.1,MARKET ST #1,5/27/2021,R,SARS CoV-2 N2,3886.67,0527.MARK-2,1857.78,9779,Composite,NA,
Market Street No.1,MARKET ST #1,5/27/2021,R,SARS CoV-2 N1,1320,0527.MARK-2,1941.93,9779,Composite,NA,
Maxey LS FN 411,MAXEY RD,5/27/2021,R,SARS CoV-2 N2,4400,0527.MAX-1,1857.78,7270,Composite,NA,
Maxey LS FN 411,MAXEY RD,5/27/2021,R,SARS CoV-2 N1,5133.33,0527.MAX-1,1941.93,7270,Composite,NA,
Maxey LS FN 411,MAXEY RD,5/27/2021,R,SARS CoV-2 N2,2566.67,0527.MAX-2,1857.78,7270,Composite,NA,
Maxey LS FN 411,MAXEY RD,5/27/2021,R,SARS CoV-2 N1,2566.67,0527.MAX-2,1941.93,7270,Composite,NA,
Mitchell LS FN473,MITCHELL,5/27/2021,R,SARS CoV-2 N2,513.33,0527.MITL-1,1857.78,1798,Composite,NA,
Mitchell LS FN473,MITCHELL,5/27/2021,R,SARS CoV-2 N1,2053.33,0527.MITL-1,1941.93,1798,Composite,NA,
Mitchell LS FN473,MITCHELL,5/27/2021,R,SARS CoV-2 N2,1026.67,0527.MITL-2,1857.78,1798,Composite,NA,
Mitchell LS FN473,MITCHELL,5/27/2021,R,SARS CoV-2 N1,1026.67,0527.MITL-2,1941.93,1798,Composite,NA,
Parker LS FN542,PARKER RD,5/27/2021,R,SARS CoV-2 N2,586.67,0527.PARL-1,1857.78,4511,Composite,NA,
Parker LS FN542,PARKER RD,5/27/2021,R,SARS CoV-2 N1,586.67,0527.PARL-1,1941.93,4511,Composite,NA,
Parker LS FN542,PARKER RD,5/27/2021,R,SARS CoV-2 N2,0,0527.PARL-2,1857.78,4511,Composite,NA,
Parker LS FN542,PARKER RD,5/27/2021,R,SARS CoV-2 N1,0,0527.PARL-2,1941.93,4511,Composite,NA,
SCOTT #1 (CFS),SCOTT#1,5/27/2021,R,SARS CoV-2 N2,0,0527.SCOT1-1,1857.78,20087,Composite,NA,
SCOTT #1 (CFS),SCOTT#1,5/27/2021,R,SARS CoV-2 N1,0,0527.SCOT1-1,1941.93,20087,Composite,NA,
SCOTT #1 (CFS),SCOTT#1,5/27/2021,R,SARS CoV-2 N2,0,0527.SCOT1-2,1857.78,20087,Composite,NA,
SCOTT #1 (CFS),SCOTT#1,5/27/2021,R,SARS CoV-2 N1,0,0527.SCOT1-2,1941.93,20087,Composite,NA,
Songwood LS FN457,SONGWOOD,5/27/2021,R,SARS CoV-2 N2,3373.33,0527.SONG-1,1857.78,2128,Composite,NA,
Songwood LS FN457,SONGWOOD,5/27/2021,R,SARS CoV-2 N1,4326.67,0527.SONG-1,1941.93,2128,Composite,NA,
Songwood LS FN457,SONGWOOD,5/27/2021,R,SARS CoV-2 N2,2566.67,0527.SONG-2,1857.78,2128,Composite,NA,
Songwood LS FN457,SONGWOOD,5/27/2021,R,SARS CoV-2 N1,3666.67,0527.SONG-2,1941.93,2128,Composite,NA,
TEXAS,TEXAS,5/27/2021,R,SARS CoV-2 N2,5573.33,0527.TEX-1,1857.78,4864,Composite,NA,
TEXAS,TEXAS,5/27/2021,R,SARS CoV-2 N1,6600,0527.TEX-1,1941.93,4864,Composite,NA,
TEXAS,TEXAS,5/27/2021,R,SARS CoV-2 N2,4620,0527.TEX-2,1857.78,4864,Composite,NA,
TEXAS,TEXAS,5/27/2021,R,SARS CoV-2 N1,7333.33,0527.TEX-2,1941.93,4864,Composite,NA,
W Canino,WEST CANINO,5/27/2021,R,SARS CoV-2 N2,5280,0527.WESC-1,1857.78,958,Composite,NA,
W Canino,WEST CANINO,5/27/2021,R,SARS CoV-2 N1,5866.67,0527.WESC-1,1941.93,958,Composite,NA,
W Canino,WEST CANINO,5/27/2021,R,SARS CoV-2 N2,11000,0527.WESC-2,1857.78,958,Composite,NA,
W Canino,WEST CANINO,5/27/2021,R,SARS CoV-2 N1,11000,0527.WESC-2,1941.93,958,Composite,NA,
W. OAK MEADOWS,W OAK MEADOWS,5/27/2021,R,SARS CoV-2 N2,2053.33,0527.WOM-1,1857.78,12177,Composite,NA,
W. OAK MEADOWS,W OAK MEADOWS,5/27/2021,R,SARS CoV-2 N1,1320,0527.WOM-1,1941.93,12177,Composite,NA,
W. OAK MEADOWS,W OAK MEADOWS,5/27/2021,R,SARS CoV-2 N2,2713.33,0527.WOM-2,1857.78,12177,Composite,NA,
